"","index.Volatility","index.Momentum","stock.Volatility","stock.Momentum","Label"
"1",0.00641699920530745,0.6,-0.0013208470792248,-0.2,1
"2",0.00641699920530745,0.6,-0.0013655566647532,-0.2,-1
"3",0.00641699920530745,0.6,0.0301876916930595,0.6,-1
"4",0.00641699920530745,0.6,0.0119242310290141,0.6,-1
"5",0.00641699920530745,0.6,0.0054011577286327,0.2,-1
"6",0.00641699920530745,0.6,0.0127995797495746,0.2,1
"7",0.00641699920530745,0.6,0.0117074707332431,1,1
"8",0.00641699920530745,0.6,0.0130289490696069,-0.2,1
"9",0.00641699920530745,0.6,0.000722789311504624,-0.2,-1
"10",0.00641699920530745,0.6,0.0113949691396087,0.2,1
"11",0.00641699920530745,0.6,0.00596031550367209,0.2,1
"12",0.00641699920530745,0.6,0.00124679423317573,0.6,1
"13",0.00641699920530745,0.6,-0.00343143221604707,-0.6,1
"14",0.00641699920530745,0.6,0.00117660805166246,0.2,-1
"15",0.00641699920530745,0.6,0.00681684839186059,0.6,1
"16",0.00641699920530745,0.6,0.00643104681748303,0.2,1
"17",0.00641699920530745,0.6,0.00600736423340975,-0.2,1
"18",0.00641699920530745,0.6,-0.00051847879241127,0.2,1
"19",0.00641699920530745,0.6,-0.000977810370749621,-0.6,1
"20",0.00641699920530745,0.6,0.0197656298774678,0.6,1
"21",0.00641699920530745,0.6,-0.00131050728346889,-0.2,1
"22",0.00641699920530745,0.6,0.0104586203150448,0.6,1
"23",0.00641699920530745,0.6,0.00183793939569799,0.2,1
"24",0.00641699920530745,0.6,-0.00601622825960642,-0.2,-1
"25",0.00641699920530745,0.6,0.00660495495918496,-0.2,1
"26",0.00641699920530745,0.6,-0.0122939830145236,-0.6,-1
"27",0.00641699920530745,0.6,0.00574004321571433,0.2,-1
"28",0.00641699920530745,0.6,0.00924986269965546,0.2,1
"29",0.00401596688153747,0.6,0.00602688109851384,0.2,1
"30",0.00401596688153747,0.6,-0.00787568256282742,-0.6,1
"31",0.00401596688153747,0.6,0.0232743515370374,0.2,-1
"32",0.00401596688153747,0.6,0.0076959376923839,0.2,-1
"33",0.00401596688153747,0.6,-0.000426042202547361,-0.2,1
"34",0.00401596688153747,0.6,0.00618530964906172,0.2,-1
"35",0.00401596688153747,0.6,0.00795788914430369,1,1
"36",0.00401596688153747,0.6,0.00611756992191144,-0.2,1
"37",0.00401596688153747,0.6,0.00144324770581756,-0.2,1
"38",0.00401596688153747,0.6,0.00705347319959979,0.2,1
"39",0.00401596688153747,0.6,0.00290288945864332,0.2,1
"40",0.00401596688153747,0.6,0.00630345126614806,0.6,-1
"41",0.00401596688153747,0.6,-0.00457483080315255,-0.6,1
"42",0.00401596688153747,0.6,-0.00303400186197653,-0.2,-1
"43",0.00401596688153747,0.6,0.00162154168859876,0.6,1
"44",0.00401596688153747,0.6,0.00447760227633549,0.2,1
"45",0.00401596688153747,0.6,0.00180929819074143,-0.2,1
"46",0.00401596688153747,0.6,-0.00139366551357967,0.2,1
"47",0.00401596688153747,0.6,0.00258579078336001,-0.2,-1
"48",0.00401596688153747,0.6,0.0139192833663986,0.6,1
"49",0.00401596688153747,0.6,0.00776701982008363,0.2,1
"50",0.00401596688153747,0.6,0.0122797346478689,0.6,-1
"51",0.00401596688153747,0.6,0.00705436355505587,0.2,1
"52",0.00401596688153747,0.6,-0.00581908246560394,-0.2,1
"53",0.00401596688153747,0.6,0.0048550761597798,-0.2,1
"54",0.00401596688153747,0.6,-0.0110967644069622,-0.6,1
"55",0.00401596688153747,0.6,0.00320839764609411,0.2,1
"56",0.00401596688153747,0.6,0.00833706690538136,0.2,-1
"57",0.00573933275154794,1,0.0104899004293818,0.6,-1
"58",0.00573933275154794,1,0.00639828601882351,-0.2,-1
"59",0.00573933275154794,1,0.0222351154288844,0.2,1
"60",0.00573933275154794,1,0.00877167596406983,0.2,-1
"61",0.00573933275154794,1,0.00211739651292526,0.2,-1
"62",0.00573933275154794,1,0.00676598154534245,0.6,1
"63",0.00573933275154794,1,0.0079423673959127,1,-1
"64",0.00573933275154794,1,0.0102750697465345,0.2,-1
"65",0.00573933275154794,1,0.00953216065071143,0.2,-1
"66",0.00573933275154794,1,0.00963083564869971,0.6,1
"67",0.00573933275154794,1,0.00547273577981635,0.6,-1
"68",0.00573933275154794,1,0.0113061565873708,0.6,-1
"69",0.00573933275154794,1,-0.00319372052497398,-0.2,1
"70",0.00573933275154794,1,-0.00804924186441804,-0.2,-1
"71",0.00573933275154794,1,0.00315460670393442,0.6,-1
"72",0.00573933275154794,1,0.00710742150594081,0.6,-1
"73",0.00573933275154794,1,0.00486846433170285,0.2,-1
"74",0.00573933275154794,1,0.00325387434797435,0.6,-1
"75",0.00573933275154794,1,0.00381489495586316,-0.2,1
"76",0.00573933275154794,1,0.017974885696003,1,-1
"77",0.00573933275154794,1,0.0133287003457929,0.6,-1
"78",0.00573933275154794,1,0.00855663055658535,0.2,1
"79",0.00573933275154794,1,0.0110512675428025,0.6,1
"80",0.00573933275154794,1,0.0094164915140222,0.2,1
"81",0.00573933275154794,1,0.00545101421086724,0.2,1
"82",0.00573933275154794,1,-0.00944370858086832,-0.2,-1
"83",0.00573933275154794,1,0.00623754959353793,0.6,1
"84",0.00573933275154794,1,0.00401306765075244,0.2,1
"85",0.00365608618705375,0.6,0.00821267477399055,0.2,-1
"86",0.00365608618705375,0.6,0.0033479353373558,-0.2,-1
"87",0.00365608618705375,0.6,0.0264894711983426,0.2,-1
"88",0.00365608618705375,0.6,0.00620983645738835,-0.2,-1
"89",0.00365608618705375,0.6,-9.49941808629617e-05,-0.2,1
"90",0.00365608618705375,0.6,0.00691129636472751,0.6,-1
"91",0.00365608618705375,0.6,0.000670317534906739,0.6,1
"92",0.00365608618705375,0.6,0.00774323929824186,0.2,1
"93",0.00365608618705375,0.6,0.0028187619007412,-0.2,-1
"94",0.00365608618705375,0.6,0.0120202922470801,1,-1
"95",0.00365608618705375,0.6,0.00289663528964466,0.2,-1
"96",0.00365608618705375,0.6,0.00873417130254,0.2,1
"97",0.00365608618705375,0.6,-0.00190625379449139,0.2,1
"98",0.00365608618705375,0.6,-0.0346936368258315,-0.6,1
"99",0.00365608618705375,0.6,-0.00405513038859828,0.2,-1
"100",0.00365608618705375,0.6,0.000937464202554228,0.2,-1
"101",0.00365608618705375,0.6,0.00633408288681592,0.2,-1
"102",0.00365608618705375,0.6,0.0094963221506132,0.6,1
"103",0.00365608618705375,0.6,-0.00197239608862818,-0.2,-1
"104",0.00365608618705375,0.6,0.0101792781546532,0.6,-1
"105",0.00365608618705375,0.6,0.0137110772076368,0.6,1
"106",0.00365608618705375,0.6,0.0112800496511257,0.6,1
"107",0.00365608618705375,0.6,0.00911761318322848,0.6,1
"108",0.00365608618705375,0.6,0.00827168217601724,0.2,-1
"109",0.00365608618705375,0.6,0.00803120812612428,0.6,-1
"110",0.00365608618705375,0.6,-0.00696327771400926,-0.2,1
"111",0.00365608618705375,0.6,0.00850950521721394,1,1
"112",0.00365608618705375,0.6,0.0093055737470161,0.6,-1
"113",0.00143891240396377,0.2,0.0076271045838979,-0.2,-1
"114",0.00143891240396377,0.2,0.00108437837411555,-0.6,1
"115",0.00143891240396377,0.2,0.00544702335732128,-0.2,-1
"116",0.00143891240396377,0.2,0.0015769299342423,-0.6,-1
"117",0.00143891240396377,0.2,0.00205153273163814,0.2,-1
"118",0.00143891240396377,0.2,0.00202713825506677,0.2,-1
"119",0.00143891240396377,0.2,0.000703982465290776,0.6,-1
"120",0.00143891240396377,0.2,0.0114384190814327,0.6,-1
"121",0.00143891240396377,0.2,0.000389408891656218,-0.2,-1
"122",0.00143891240396377,0.2,0.000529466197084627,0.6,-1
"123",0.00143891240396377,0.2,-1.08504629816597e-06,0.2,-1
"124",0.00143891240396377,0.2,0.011202932157685,0.2,-1
"125",0.00143891240396377,0.2,0.00289720791540571,0.6,-1
"126",0.00143891240396377,0.2,-0.035796483307944,-0.6,-1
"127",0.00143891240396377,0.2,-0.0104980561901682,0.2,-1
"128",0.00143891240396377,0.2,-0.00434801957821431,0.2,-1
"129",0.00143891240396377,0.2,0.00711076780383515,0.2,-1
"130",0.00143891240396377,0.2,0.0111851351571036,0.6,1
"131",0.00143891240396377,0.2,-0.00425648807453642,-0.2,-1
"132",0.00143891240396377,0.2,0.0049788495884034,0.2,-1
"133",0.00143891240396377,0.2,0.016021496319363,0.6,-1
"134",0.00143891240396377,0.2,0.0101042282191709,0.6,-1
"135",0.00143891240396377,0.2,0.0092892909977037,0.6,-1
"136",0.00143891240396377,0.2,0.00797051977834504,0.2,-1
"137",0.00143891240396377,0.2,0.00804495310190225,0.6,-1
"138",0.00143891240396377,0.2,0.00120233732151274,0.2,-1
"139",0.00143891240396377,0.2,0.00520808790478147,1,-1
"140",0.00143891240396377,0.2,0.00334248106524182,0.2,-1
"141",-0.00733236314502743,-0.2,0.00898668138542407,-0.2,1
"142",-0.00733236314502743,-0.2,0.00649696889308451,-0.2,-1
"143",-0.00733236314502743,-0.2,-0.0165095464510638,-0.6,-1
"144",-0.00733236314502743,-0.2,-0.0132917375714479,-1,-1
"145",-0.00733236314502743,-0.2,-0.00690779587991261,-0.2,1
"146",-0.00733236314502743,-0.2,-0.00314847176298503,0.2,-1
"147",-0.00733236314502743,-0.2,-0.0159297973481646,0.2,1
"148",-0.00733236314502743,-0.2,-0.023727342086436,0.2,1
"149",-0.00733236314502743,-0.2,-0.0117493719790771,-0.6,1
"150",-0.00733236314502743,-0.2,-0.00783776724543206,0.2,1
"151",-0.00733236314502743,-0.2,-0.00674092541431865,-0.2,1
"152",-0.00733236314502743,-0.2,-0.00263850468125886,-0.2,-1
"153",-0.00733236314502743,-0.2,-0.00314311010576878,0.6,-1
"154",-0.00733236314502743,-0.2,-0.0358969871200391,-0.6,-1
"155",-0.00733236314502743,-0.2,-0.0159021291206456,-0.2,1
"156",-0.00733236314502743,-0.2,-0.0116098480902523,-0.2,1
"157",-0.00733236314502743,-0.2,-0.000214194280632718,-0.2,1
"158",-0.00733236314502743,-0.2,0.0119291856187736,0.6,1
"159",-0.00733236314502743,-0.2,-0.0102745490871336,-0.2,-1
"160",-0.00733236314502743,-0.2,-0.00394757710161164,-0.2,-1
"161",-0.00733236314502743,-0.2,0.0108277535328832,0.2,-1
"162",-0.00733236314502743,-0.2,0.00192030650500665,0.2,-1
"163",-0.00733236314502743,-0.2,0.00696066790806094,0.6,1
"164",-0.00733236314502743,-0.2,-0.0184498589914996,-0.2,1
"165",-0.00733236314502743,-0.2,-0.00339642661289368,0.2,1
"166",-0.00733236314502743,-0.2,-0.00830075860416646,-0.2,-1
"167",-0.00733236314502743,-0.2,-0.00372841909431152,0.6,-1
"168",-0.00733236314502743,-0.2,-0.010142856218619,-0.2,1
"169",-0.00831709361432142,-0.2,0.00268354664546799,-0.2,-1
"170",-0.00831709361432142,-0.2,0.00617426861314629,-0.2,-1
"171",-0.00831709361432142,-0.2,-0.0153152253834728,-0.6,-1
"172",-0.00831709361432142,-0.2,-0.0136277505546308,-1,-1
"173",-0.00831709361432142,-0.2,-0.00436777246864284,0.2,1
"174",-0.00831709361432142,-0.2,-0.00355501776525815,-0.2,1
"175",-0.00831709361432142,-0.2,-0.0156709846069117,0.2,1
"176",-0.00831709361432142,-0.2,-0.0221766411393919,0.2,-1
"177",-0.00831709361432142,-0.2,-0.00874670338136485,-0.2,-1
"178",-0.00831709361432142,-0.2,-0.00990875026027498,0.2,-1
"179",-0.00831709361432142,-0.2,-0.00654305559237454,-0.2,-1
"180",-0.00831709361432142,-0.2,-0.00946558507715776,-0.6,-1
"181",-0.00831709361432142,-0.2,-0.00739024356007725,0.2,-1
"182",-0.00831709361432142,-0.2,-0.0370516259147703,-0.6,-1
"183",-0.00831709361432142,-0.2,-0.014081512004347,-0.2,-1
"184",-0.00831709361432142,-0.2,-0.0064767688598885,-0.2,-1
"185",-0.00831709361432142,-0.2,-0.00306457916740164,-0.2,-1
"186",-0.00831709361432142,-0.2,0.0111783614331235,0.6,-1
"187",-0.00831709361432142,-0.2,-0.0153831182368785,-0.6,-1
"188",-0.00831709361432142,-0.2,-0.00762373477552292,-0.6,-1
"189",-0.00831709361432142,-0.2,0.00425392045546769,-0.2,-1
"190",-0.00831709361432142,-0.2,-0.00768930223999553,-0.2,1
"191",-0.00831709361432142,-0.2,0.00187321521170678,0.6,-1
"192",-0.00831709361432142,-0.2,-0.0165055459491558,0.2,-1
"193",-0.00831709361432142,-0.2,-0.00160184668400394,0.2,-1
"194",-0.00831709361432142,-0.2,-0.00962049394663023,-0.2,-1
"195",-0.00831709361432142,-0.2,-0.00631495380003482,0.2,1
"196",-0.00831709361432142,-0.2,-0.0150626399277437,-0.2,1
"197",-0.0109622015673057,-0.6,-0.0031461609651914,-0.6,1
"198",-0.0109622015673057,-0.6,-0.00679911536994302,-0.6,1
"199",-0.0109622015673057,-0.6,-0.0167161784647291,-0.6,-1
"200",-0.0109622015673057,-0.6,-0.0160662649150807,-1,-1
"201",-0.0109622015673057,-0.6,-0.00316548751804486,0.2,1
"202",-0.0109622015673057,-0.6,-0.00298148232896154,-0.2,1
"203",-0.0109622015673057,-0.6,-0.0153885474196442,0.2,-1
"204",-0.0109622015673057,-0.6,-0.0276719276971024,-0.2,-1
"205",-0.0109622015673057,-0.6,-0.016804249057621,-0.6,-1
"206",-0.0109622015673057,-0.6,-0.0121129743622404,-0.2,-1
"207",-0.0109622015673057,-0.6,-0.00939989664762744,-0.6,1
"208",-0.0109622015673057,-0.6,-0.00951720689696076,-0.6,-1
"209",-0.0109622015673057,-0.6,-0.0107601869761371,-0.2,-1
"210",-0.0109622015673057,-0.6,-0.0295377423215825,-0.6,-1
"211",-0.0109622015673057,-0.6,-0.0169582592830277,-0.6,-1
"212",-0.0109622015673057,-0.6,-0.0118925147808316,-0.6,1
"213",-0.0109622015673057,-0.6,-0.00562612742644539,-0.6,-1
"214",-0.0109622015673057,-0.6,0.00489445722669466,0.2,1
"215",-0.0109622015673057,-0.6,-0.0171071869604524,-0.6,1
"216",-0.0109622015673057,-0.6,-0.0115887562230504,-1,1
"217",-0.0109622015673057,-0.6,0.000212279731603804,-0.6,-1
"218",-0.0109622015673057,-0.6,-0.0059698235173379,0.2,1
"219",-0.0109622015673057,-0.6,0.000465150460926944,0.2,1
"220",-0.0109622015673057,-0.6,-0.0192097921314272,0.2,1
"221",-0.0109622015673057,-0.6,-0.00707153341854929,-0.2,-1
"222",-0.0109622015673057,-0.6,-0.0116691545550969,-0.6,1
"223",-0.0109622015673057,-0.6,-0.00230478973743302,0.2,-1
"224",-0.0109622015673057,-0.6,-0.00353563865956907,0.2,1
"225",-0.00927884014210214,-0.2,-0.00269554239017915,-0.2,1
"226",-0.00927884014210214,-0.2,-0.00172005339768535,-0.2,1
"227",-0.00927884014210214,-0.2,-0.0244699941495454,-1,1
"228",-0.00927884014210214,-0.2,-0.021429065750483,-1,1
"229",-0.00927884014210214,-0.2,0.00513873625197681,0.6,1
"230",-0.00927884014210214,-0.2,-0.00522160056816301,-0.2,1
"231",-0.00927884014210214,-0.2,-0.0147738065038651,0.2,1
"232",-0.00927884014210214,-0.2,-0.0242634211623781,-0.2,1
"233",-0.00927884014210214,-0.2,-0.0145895674228107,-0.6,1
"234",-0.00927884014210214,-0.2,-0.0159581718296675,-0.6,1
"235",-0.00927884014210214,-0.2,-0.00685349453871391,-0.2,1
"236",-0.00927884014210214,-0.2,-0.00844293962383378,-0.6,1
"237",-0.00927884014210214,-0.2,-0.0128495588420936,-0.6,1
"238",-0.00927884014210214,-0.2,-0.00429679226577895,-0.6,1
"239",-0.00927884014210214,-0.2,-0.0145664436542417,-0.6,1
"240",-0.00927884014210214,-0.2,-0.00646080805623659,-0.2,1
"241",-0.00927884014210214,-0.2,-0.00684244206182065,-0.6,1
"242",-0.00927884014210214,-0.2,0.010190700589128,0.6,1
"243",-0.00927884014210214,-0.2,-0.0134223338906534,-0.6,1
"244",-0.00927884014210214,-0.2,-0.00239098731829768,-0.6,1
"245",-0.00927884014210214,-0.2,-0.00141094111418862,-0.6,1
"246",-0.00927884014210214,-0.2,-0.0067530105347823,0.2,1
"247",-0.00927884014210214,-0.2,0.00171224450703886,0.2,1
"248",-0.00927884014210214,-0.2,-0.0194876904656478,0.2,1
"249",-0.00927884014210214,-0.2,-0.00901286929726679,-0.6,1
"250",-0.00927884014210214,-0.2,-0.00781821881775733,-0.2,1
"251",-0.00927884014210214,-0.2,-0.00568921154016402,-0.2,1
"252",-0.00927884014210214,-0.2,-0.00441711367673445,0.2,1
"253",-0.00294945558020594,0.2,-3.32699707902284e-05,0.2,-1
"254",-0.00294945558020594,0.2,0.00260423587246348,0.2,1
"255",-0.00294945558020594,0.2,-0.0177078312859323,-0.6,-1
"256",-0.00294945558020594,0.2,-0.0190040334465497,-0.6,-1
"257",-0.00294945558020594,0.2,0.00611013695567317,0.6,1
"258",-0.00294945558020594,0.2,-0.00378467086870495,0.2,-1
"259",-0.00294945558020594,0.2,-0.0136674641069436,0.2,-1
"260",-0.00294945558020594,0.2,-0.0214299328734688,-0.2,-1
"261",-0.00294945558020594,0.2,-0.00650092033104333,-0.2,-1
"262",-0.00294945558020594,0.2,-0.00183534653172148,-0.2,-1
"263",-0.00294945558020594,0.2,-0.00132552452709276,0.2,1
"264",-0.00294945558020594,0.2,-0.00236858308386658,-0.6,-1
"265",-0.00294945558020594,0.2,-0.00203147367011063,-0.6,-1
"266",-0.00294945558020594,0.2,-0.00416718168763668,-0.6,1
"267",-0.00294945558020594,0.2,-0.000477406909410627,-0.2,-1
"268",-0.00294945558020594,0.2,0.00837371701808027,0.2,1
"269",-0.00294945558020594,0.2,-0.00285348869959996,-0.2,-1
"270",-0.00294945558020594,0.2,0.00900387371991009,0.6,-1
"271",-0.00294945558020594,0.2,-0.00633667822598361,-0.2,-1
"272",-0.00294945558020594,0.2,0.0124344905951987,-0.2,-1
"273",-0.00294945558020594,0.2,-0.00126303819156979,-0.6,-1
"274",-0.00294945558020594,0.2,-0.00745632825754647,0.2,-1
"275",-0.00294945558020594,0.2,0.00516838147120029,0.2,-1
"276",-0.00294945558020594,0.2,-0.00908501934764125,0.6,-1
"277",-0.00294945558020594,0.2,-0.000945504689745835,-0.2,-1
"278",-0.00294945558020594,0.2,-0.0068389450827018,-0.2,-1
"279",-0.00294945558020594,0.2,0.00784791317782179,-0.2,-1
"280",-0.00294945558020594,0.2,-0.0007948267394287,0.6,-1
"281",0.000764293731289611,0.2,-0.00350725616790077,0.2,1
"282",0.000764293731289611,0.2,-0.000387331325002105,0.2,1
"283",0.000764293731289611,0.2,-0.00636046232868677,-0.6,-1
"284",0.000764293731289611,0.2,-0.00851199970709333,-0.6,1
"285",0.000764293731289611,0.2,0.0148047339814634,1,1
"286",0.000764293731289611,0.2,-0.00129019816662459,0.2,1
"287",0.000764293731289611,0.2,-0.00288293529743078,0.2,1
"288",0.000764293731289611,0.2,0.00425580422763994,-0.2,1
"289",0.000764293731289611,0.2,-0.0023307727398431,-0.2,1
"290",0.000764293731289611,0.2,-0.000431375823470703,-0.2,-1
"291",0.000764293731289611,0.2,0.00216698702781832,0.6,1
"292",0.000764293731289611,0.2,0.00558200667046915,-0.6,-1
"293",0.000764293731289611,0.2,0.00325612435807603,-0.6,1
"294",0.000764293731289611,0.2,0.00255966237264191,-0.2,-1
"295",0.000764293731289611,0.2,-0.00153184348701751,-0.2,1
"296",0.000764293731289611,0.2,0.0125495177453173,0.6,1
"297",0.000764293731289611,0.2,-0.00166334431503736,-0.2,-1
"298",0.000764293731289611,0.2,0.00138877990866499,0.2,-1
"299",0.000764293731289611,0.2,-0.00287187733032639,-0.2,-1
"300",0.000764293731289611,0.2,0.0154200858784943,-0.2,-1
"301",0.000764293731289611,0.2,-0.00346131367751523,-0.6,1
"302",0.000764293731289611,0.2,-0.00377776914800549,0.2,1
"303",0.000764293731289611,0.2,0.00525447009036142,0.2,-1
"304",0.000764293731289611,0.2,0.000475563719122474,0.6,-1
"305",0.000764293731289611,0.2,0.00334121974577635,-0.2,1
"306",0.000764293731289611,0.2,-0.00173526047961365,-0.2,-1
"307",0.000764293731289611,0.2,0.0112949166932069,-0.2,-1
"308",0.000764293731289611,0.2,0.00389801000665955,0.6,-1
"309",0.000538902741160752,0.2,-0.00323172496449136,0.2,-1
"310",0.000538902741160752,0.2,0.00233937299860925,0.6,-1
